Date,Clean_Energy
8/31/2011,842.65
9/1/2011,824.99
9/2/2011,791.99
9/5/2011,776.69
9/6/2011,755.55
9/7/2011,773.66
9/8/2011,759.44
9/9/2011,719.21
9/12/2011,704.91
9/13/2011,710.41
9/14/2011,722.09
9/15/2011,720.46
9/16/2011,708.14
9/19/2011,680.6
9/20/2011,661.78
9/21/2011,643.75
9/22/2011,604.95
9/23/2011,613.84
9/26/2011,615.85
9/27/2011,633.19
9/28/2011,611.35
9/29/2011,610.09
9/30/2011,591.4
10/3/2011,556.35
10/4/2011,562.97
10/5/2011,581.53
10/6/2011,614.39
10/7/2011,593.84
10/10/2011,610.01
10/11/2011,602.18
10/12/2011,615.41
10/13/2011,616.34
10/14/2011,624.33
10/17/2011,603.13
10/18/2011,610.2
10/19/2011,599.84
10/20/2011,598.67
10/21/2011,599.23
10/24/2011,623.16
10/25/2011,608.12
10/26/2011,614.02
10/27/2011,658.93
10/28/2011,662.63
10/31/2011,622.28
11/1/2011,594.27
11/2/2011,602.4
11/3/2011,602.32
11/4/2011,607.15
11/7/2011,609.7
11/8/2011,604.84
11/9/2011,588.81
11/10/2011,580.38
11/11/2011,597.43
11/14/2011,589.54
11/15/2011,580.71
11/16/2011,577.89
11/17/2011,572.88
11/18/2011,567.64
11/21/2011,551.39
11/22/2011,552.59
11/23/2011,542.44
11/24/2011,543.37
11/25/2011,536.29
11/28/2011,553.82
11/29/2011,553.46
11/30/2011,580.86
12/1/2011,583.01
12/2/2011,580.11
12/5/2011,584.25
12/6/2011,574.9
12/7/2011,580.17
12/8/2011,566.91
12/9/2011,571.06
12/12/2011,558.33
12/13/2011,552.33
12/14/2011,537.15
12/15/2011,538.33
12/16/2011,540.15
12/19/2011,532.29
12/20/2011,546.05
12/21/2011,544.57
12/22/2011,551.42
12/23/2011,556
12/26/2011,554.24
12/27/2011,551.5
12/28/2011,543.82
12/29/2011,548.33
12/30/2011,556.14
1/2/2012,560.97
1/3/2012,569.01
1/4/2012,562.62
1/5/2012,556.18
1/6/2012,553.65
1/9/2012,559.45
1/10/2012,571.65
1/11/2012,589.51
1/12/2012,599.79
1/13/2012,584.38
1/16/2012,583.51
1/17/2012,591.68
1/18/2012,603.51
1/19/2012,597.9
1/20/2012,597.26
1/23/2012,596.52
1/24/2012,590.88
1/25/2012,592.22
1/26/2012,602.26
1/27/2012,613.81
1/30/2012,605.24
1/31/2012,600.1
2/1/2012,607.74
2/2/2012,613.91
2/3/2012,622.92
2/6/2012,625.75
2/7/2012,633.12
2/8/2012,640.18
2/9/2012,666.18
2/10/2012,652.91
2/13/2012,647.13
2/14/2012,636.54
2/15/2012,634.1
2/16/2012,634.48
2/17/2012,647.15
2/20/2012,651.88
2/21/2012,653.85
2/22/2012,648.11
2/23/2012,630.34
2/24/2012,623.77
2/27/2012,618.43
2/28/2012,623.44
2/29/2012,612.62
3/1/2012,611.78
3/2/2012,613.96
3/5/2012,605.96
3/6/2012,590.3
3/7/2012,588.38
3/8/2012,594.89
3/9/2012,600.77
3/12/2012,593.92
3/13/2012,604.39
3/14/2012,599.66
3/15/2012,605.23
3/16/2012,609.52
3/19/2012,604.39
3/20/2012,602.17
3/21/2012,594.86
3/22/2012,591.79
3/23/2012,597.32
3/26/2012,598.56
3/27/2012,598.89
3/28/2012,585.49
3/29/2012,581.09
3/30/2012,581.37
4/2/2012,579.94
4/3/2012,577.96
4/4/2012,565.38
4/5/2012,567.7
4/6/2012,568.16
4/9/2012,561.46
4/10/2012,557.07
4/11/2012,562.04
4/12/2012,564.32
4/13/2012,555
4/16/2012,555.04
4/17/2012,563.48
4/18/2012,559.08
4/19/2012,554.11
4/20/2012,550.87
4/23/2012,536.03
4/24/2012,537.85
4/25/2012,540.18
4/26/2012,538.96
4/27/2012,542.33
4/30/2012,540.01
5/1/2012,542.43
5/2/2012,538.81
5/3/2012,529.32
5/4/2012,526.04
5/7/2012,519.56
5/8/2012,514.76
5/9/2012,508.89
5/10/2012,512.06
5/11/2012,507.13
5/14/2012,494.47
5/15/2012,481.24
5/16/2012,472.39
5/17/2012,465.14
5/18/2012,450.58
5/21/2012,451.45
5/22/2012,453.62
5/23/2012,447.71
5/24/2012,448.81
5/25/2012,448.13
5/28/2012,449.93
5/29/2012,453.12
5/30/2012,447.84
5/31/2012,444.92
6/1/2012,435.84
6/4/2012,431.72
6/5/2012,436.2
6/6/2012,442.27
6/7/2012,445.22
6/8/2012,444.9
6/11/2012,441.13
6/12/2012,447.17
6/13/2012,444.89
6/14/2012,444.48
6/15/2012,456.3
6/18/2012,455.9
6/19/2012,463.92
6/20/2012,468.53
6/21/2012,458.73
6/22/2012,457.55
6/25/2012,449.48
6/26/2012,446.13
6/27/2012,449.87
6/28/2012,449.32
6/29/2012,462.52
7/2/2012,464.41
7/3/2012,469.36
7/4/2012,469.53
7/5/2012,462.56
7/6/2012,457.83
7/9/2012,449.27
7/10/2012,446.75
7/11/2012,446.27
7/12/2012,442.54
7/13/2012,441.76
7/16/2012,440.15
7/17/2012,436.39
7/18/2012,428.3
7/19/2012,429.52
7/20/2012,419.67
7/23/2012,406.98
7/24/2012,398.53
7/25/2012,392.63
7/26/2012,399.72
7/27/2012,406.01
7/30/2012,399.04
7/31/2012,406.05
8/1/2012,402.17
8/2/2012,402.68
8/3/2012,409.97
8/6/2012,421.9
8/7/2012,431.86
8/8/2012,435.1
8/9/2012,437.67
8/10/2012,433.51
8/13/2012,429.62
8/14/2012,432.89
8/15/2012,429.95
8/16/2012,437.66
8/17/2012,442.24
8/20/2012,444.95
8/21/2012,451.57
8/22/2012,446.99
8/23/2012,448.34
8/24/2012,445.94
8/27/2012,442.22
8/28/2012,444.2
8/29/2012,437.94
8/30/2012,423.94
8/31/2012,427.43
9/3/2012,429.02
9/4/2012,426.15
9/5/2012,423
9/6/2012,429.48
9/7/2012,437.61
9/10/2012,440.12
9/11/2012,437.95
9/12/2012,428.86
9/13/2012,432.28
9/14/2012,443.28
9/17/2012,442.61
9/18/2012,443.79
9/19/2012,448.67
9/20/2012,440.76
9/21/2012,443.58
9/24/2012,443.19
9/25/2012,442.28
9/26/2012,433.01
9/27/2012,440.89
9/28/2012,436.07
10/1/2012,438.89
10/2/2012,439.43
10/3/2012,433.21
10/4/2012,434.83
10/5/2012,436.38
10/8/2012,435.16
10/9/2012,428.23
10/10/2012,424.78
10/11/2012,429.9
10/12/2012,428.44
10/15/2012,430.72
10/16/2012,437.59
10/17/2012,444.42
10/18/2012,447.66
10/19/2012,435.09
10/22/2012,433.9
10/23/2012,418.04
10/24/2012,415.62
10/25/2012,417.26
10/26/2012,412.34
10/29/2012,414.28
10/30/2012,414.15
10/31/2012,413.21
11/1/2012,413.83
11/2/2012,410.2
11/5/2012,405.55
11/6/2012,412.45
11/7/2012,411.67
11/8/2012,407.95
11/9/2012,404.15
11/12/2012,399.03
11/13/2012,398.04
11/14/2012,394.34
11/15/2012,396.11
11/16/2012,399.34
11/19/2012,407.41
11/20/2012,403.24
11/21/2012,404.24
11/22/2012,405.79
11/23/2012,412.1
11/26/2012,419.54
11/27/2012,415.58
11/28/2012,415.18
11/29/2012,421.19
11/30/2012,421.62
12/3/2012,417.52
12/4/2012,421.94
12/5/2012,423.91
12/6/2012,428.19
12/7/2012,434.3
12/10/2012,433.77
12/11/2012,436.09
12/12/2012,443.06
12/13/2012,443.38
12/14/2012,449.08
12/17/2012,463.13
12/18/2012,457.36
12/19/2012,465.37
12/20/2012,470.67
12/21/2012,469.47
12/24/2012,466.48
12/25/2012,469.21
12/26/2012,467.5
12/27/2012,463.85
12/28/2012,456.26
12/31/2012,457.03
1/1/2013,457.03
1/2/2013,468.33
1/3/2013,475.4
1/4/2013,480.68
1/7/2013,477.53
1/8/2013,472.5
1/9/2013,479.66
1/10/2013,486.96
1/11/2013,487.73
1/14/2013,483.95
1/15/2013,485.64
1/16/2013,479.86
1/17/2013,479.28
1/18/2013,481.94
1/21/2013,479.5
1/22/2013,482.86
1/23/2013,482.27
1/24/2013,478.12
1/25/2013,473.44
1/28/2013,470.12
1/29/2013,470.51
1/30/2013,470.02
1/31/2013,467.02
2/1/2013,465.71
2/4/2013,461.23
2/5/2013,456.32
2/6/2013,463.84
2/7/2013,465.21
2/8/2013,461.85
2/11/2013,463.9
2/12/2013,469.46
2/13/2013,466.97
2/14/2013,474.34
2/15/2013,478.16
2/18/2013,476.15
2/19/2013,476.11
2/20/2013,479.44
2/21/2013,470.66
2/22/2013,470.62
2/25/2013,469.66
2/26/2013,462.71
2/27/2013,462.83
2/28/2013,465.75
3/1/2013,463.9
3/4/2013,462.37
3/5/2013,466.61
3/6/2013,469.79
3/7/2013,470.47
3/8/2013,470.49
3/11/2013,469.43
3/12/2013,464.85
3/13/2013,458.67
3/14/2013,465.21
3/15/2013,468.65
3/18/2013,461.58
3/19/2013,462.14
3/20/2013,466.3
3/21/2013,471.71
3/22/2013,474.84
3/25/2013,465.31
3/26/2013,467.1
3/27/2013,466.95
3/28/2013,468.89
3/29/2013,471.5
4/1/2013,469.97
4/2/2013,461.57
4/3/2013,462.71
4/4/2013,458.87
4/5/2013,457.81
4/8/2013,461.49
4/9/2013,479.06
4/10/2013,492.19
4/11/2013,499.43
4/12/2013,517.13
4/15/2013,521.81
4/16/2013,519
4/17/2013,506.7
4/18/2013,499.64
4/19/2013,507.65
4/22/2013,508.04
4/23/2013,513.22
4/24/2013,520.3
4/25/2013,522.1
4/26/2013,521.5
4/29/2013,529.55
4/30/2013,536
5/1/2013,537.98
5/2/2013,536.98
5/3/2013,536.96
5/6/2013,540.09
5/7/2013,543.42
5/8/2013,552.93
5/9/2013,550.15
5/10/2013,553.56
5/13/2013,556.57
5/14/2013,566.26
5/15/2013,568.78
5/16/2013,571.42
5/17/2013,570.48
5/20/2013,585.74
5/21/2013,588.68
5/22/2013,574.89
5/23/2013,558.43
5/24/2013,569.45
5/27/2013,567.22
5/28/2013,566.45
5/29/2013,581.51
5/30/2013,578.87
5/31/2013,568.95
6/3/2013,569.26
6/4/2013,568.71
6/5/2013,558.29
6/6/2013,551.32
6/7/2013,552.64
6/10/2013,562.66
6/11/2013,554.93
6/12/2013,555.98
6/13/2013,553.52
6/14/2013,556.69
6/17/2013,572.65
6/18/2013,573.65
6/19/2013,570.61
6/20/2013,547.41
6/21/2013,545.63
6/24/2013,532.57
6/25/2013,530.92
6/26/2013,544.18
6/27/2013,552.55
6/28/2013,554.96
7/1/2013,555.87
7/2/2013,558.18
7/3/2013,551.24
7/4/2013,555.48
7/5/2013,557.46
7/8/2013,561.17
7/9/2013,565.39
7/10/2013,566.66
7/11/2013,579.7
7/12/2013,575.98
7/15/2013,585.15
7/16/2013,591.64
7/17/2013,589.8
7/18/2013,591.22
7/19/2013,594.15
7/22/2013,602.13
7/23/2013,603.04
7/24/2013,605.56
7/25/2013,600.97
7/26/2013,597.73
7/29/2013,591.18
7/30/2013,598.73
7/31/2013,593.64
8/1/2013,602.48
8/2/2013,611.02
8/5/2013,614.3
8/6/2013,613.68
8/7/2013,596.73
8/8/2013,601.41
8/9/2013,603.99
8/12/2013,606.98
8/13/2013,603.86
8/14/2013,605.83
8/15/2013,596.67
8/16/2013,596.92
8/19/2013,582.55
8/20/2013,581.22
8/21/2013,576.95
8/22/2013,581.4
8/23/2013,587.6
8/26/2013,582.28
8/27/2013,571.81
8/28/2013,565.67
8/29/2013,566.99
8/30/2013,569.7
9/2/2013,572.04
9/3/2013,582.31
9/4/2013,580.33
9/5/2013,591.64
9/6/2013,596.76
9/9/2013,598.84
9/10/2013,606.68
9/11/2013,610.95
9/12/2013,606.51
9/13/2013,608.38
9/16/2013,613.88
9/17/2013,611.55
9/18/2013,616.83
9/19/2013,624.53
9/20/2013,620.07
9/23/2013,622.63
9/24/2013,623.16
9/25/2013,624.54
9/26/2013,637
9/27/2013,645.07
9/30/2013,647.93
10/1/2013,657.99
10/2/2013,661.79
10/3/2013,664.58
10/4/2013,668.19
10/7/2013,662.32
10/8/2013,663.85
10/9/2013,661.85
10/10/2013,670.95
10/11/2013,675.2
10/14/2013,675.33
10/15/2013,680.69
10/16/2013,685.42
10/17/2013,693.75
10/18/2013,702.03
10/21/2013,707.03
10/22/2013,708.39
10/23/2013,695.95
10/24/2013,691.4
10/25/2013,678.5
10/28/2013,673.3
10/29/2013,674.64
10/30/2013,672.57
10/31/2013,669.21
11/1/2013,670.66
11/4/2013,682.76
11/5/2013,683.53
11/6/2013,688.2
11/7/2013,667.28
11/8/2013,668.9
11/11/2013,673.59
11/12/2013,671.34
11/13/2013,672.87
11/14/2013,683.36
11/15/2013,685.88
11/18/2013,688.09
11/19/2013,675.85
11/20/2013,671.53
11/21/2013,672.6
11/22/2013,670.01
11/25/2013,668.97
11/26/2013,665.56
11/27/2013,666.33
11/28/2013,667.37
11/29/2013,668.95
12/2/2013,665.44
12/3/2013,657.32
12/4/2013,654.48
12/5/2013,654.41
12/6/2013,654.59
12/9/2013,650.65
12/10/2013,653.42
12/11/2013,646.18
12/12/2013,643.03
12/13/2013,643.11
12/16/2013,645.23
12/17/2013,645.63
12/18/2013,648.92
12/19/2013,653.35
12/20/2013,645.44
12/23/2013,650.8
12/24/2013,647.67
12/25/2013,647.22
12/26/2013,649.45
12/27/2013,662.25
12/30/2013,664.74
12/31/2013,666.62
1/2/2014,681.25
1/3/2014,684.2
1/6/2014,680.64
1/7/2014,685.5
1/8/2014,687.28
1/9/2014,687.01
1/10/2014,689.39
1/13/2014,686.63
1/14/2014,686.06
1/15/2014,690.7
1/16/2014,698.56
1/17/2014,700.75
1/20/2014,698.43
1/21/2014,695.72
1/22/2014,698.9
1/23/2014,689.24
1/24/2014,668.59
1/27/2014,653.07
1/28/2014,666.07
1/29/2014,666.29
1/30/2014,666.69
1/31/2014,670.04
2/3/2014,654.22
2/4/2014,646.26
2/5/2014,643.42
2/6/2014,656.19
2/7/2014,674.4
2/10/2014,679.52
2/11/2014,678.86
2/12/2014,684.8
2/13/2014,688.78
2/14/2014,687.15
2/17/2014,691.55
2/18/2014,696.99
2/19/2014,692.41
2/20/2014,690.02
2/21/2014,696.62
2/24/2014,707.35
2/25/2014,706.99
2/26/2014,708.25
2/27/2014,719.43
2/28/2014,722.27
3/3/2014,718.28
3/4/2014,735.08
3/5/2014,733.89
3/6/2014,745.71
3/7/2014,744.01
3/10/2014,736.2
3/11/2014,738.58
3/12/2014,731.01
3/13/2014,720.18
3/14/2014,705.26
3/17/2014,710.32
3/18/2014,715.97
3/19/2014,725.48
3/20/2014,716.51
3/21/2014,709.32
3/24/2014,707.05
3/25/2014,703.85
3/26/2014,698.58
3/27/2014,707.75
3/28/2014,711
3/31/2014,714.39
4/1/2014,719.72
4/2/2014,721.88
4/3/2014,711.36
4/4/2014,709.77
4/7/2014,697.9
4/8/2014,698.82
4/9/2014,705.61
4/10/2014,695.32
4/11/2014,686.98
4/14/2014,676.79
4/15/2014,670.11
4/16/2014,683.4
4/17/2014,686.83
4/18/2014,687.2
4/21/2014,689.5
4/22/2014,706.42
4/23/2014,704.91
4/24/2014,701.55
4/25/2014,691.85
4/28/2014,678.25
4/29/2014,675.52
4/30/2014,678.65
5/1/2014,681.15
5/2/2014,685.38
5/5/2014,684.23
5/6/2014,683.06
5/7/2014,668.45
5/8/2014,663.33
5/9/2014,665.49
5/12/2014,682.64
5/13/2014,681.78
5/14/2014,685.71
5/15/2014,670.25
5/16/2014,664.65
5/19/2014,666.37
5/20/2014,666.27
5/21/2014,676.21
5/22/2014,688.05
5/23/2014,694.72
5/26/2014,700.91
5/27/2014,699.51
5/28/2014,700.31
5/29/2014,706.86
5/30/2014,704.2
6/2/2014,704.78
6/3/2014,702.64
6/4/2014,700.28
6/5/2014,706.22
6/6/2014,711.69
6/9/2014,714.21
6/10/2014,713.41
6/11/2014,716.57
6/12/2014,719.65
6/13/2014,727.56
6/16/2014,728.47
6/17/2014,740.58
6/18/2014,747.92
6/19/2014,747.73
6/20/2014,749.77
6/23/2014,744.52
6/24/2014,737.43
6/25/2014,741.08
6/26/2014,748.18
6/27/2014,751.3
6/30/2014,753.92
7/1/2014,752.42
7/2/2014,753.15
7/3/2014,761.89
7/4/2014,757.36
7/7/2014,748.96
7/8/2014,729.18
7/9/2014,728.93
7/10/2014,721.28
7/11/2014,721.9
7/14/2014,726.44
7/15/2014,722.44
7/16/2014,725.01
7/17/2014,717.27
7/18/2014,725.76
7/21/2014,727.07
7/22/2014,737.52
7/23/2014,733.83
7/24/2014,736.24
7/25/2014,735.05
7/28/2014,736.84
7/29/2014,731.95
7/30/2014,732.24
7/31/2014,716.6
8/1/2014,707.24
8/4/2014,715.12
8/5/2014,717.36
8/6/2014,717.83
8/7/2014,720.86
8/8/2014,715.81
8/11/2014,732.07
8/12/2014,730.28
8/13/2014,737.57
8/14/2014,740.54
8/15/2014,742.38
8/18/2014,749.88
8/19/2014,754.78
8/20/2014,756.31
8/21/2014,753
8/22/2014,752.26
8/25/2014,758.24
8/26/2014,755.54
8/27/2014,757.57
8/28/2014,749.3
8/29/2014,750.91
9/1/2014,747.8
9/2/2014,749.33
9/3/2014,754.47
9/4/2014,759.24
9/5/2014,760.46
9/8/2014,761.03
9/9/2014,742.85
9/10/2014,742.79
9/11/2014,743.12
9/12/2014,740.2
9/15/2014,724.84
9/16/2014,720.9
9/17/2014,723.33
9/18/2014,724.07
9/19/2014,720.35
9/22/2014,711.15
9/23/2014,706.89
9/24/2014,711.83
9/25/2014,703
9/26/2014,703.42
9/29/2014,694.58
9/30/2014,687.69
10/1/2014,675.13
10/2/2014,670.08
10/3/2014,673.82
10/6/2014,656.07
10/7/2014,656.22
10/8/2014,654.1
10/9/2014,642.85
10/10/2014,626.62
10/13/2014,619.37
10/14/2014,620.23
10/15/2014,617.88
10/16/2014,617.87
10/17/2014,628.62
10/20/2014,633.21
10/21/2014,644.21
10/22/2014,645.32
10/23/2014,643.32
10/24/2014,643.7
10/27/2014,633.54
10/28/2014,651.26
10/29/2014,650.48
10/30/2014,652.16
10/31/2014,662.96
11/3/2014,660.61
11/4/2014,654.19
11/5/2014,650.98
11/6/2014,642.54
11/7/2014,649.09
11/10/2014,646.14
11/11/2014,645.7
11/12/2014,641.3
11/13/2014,635.67
11/14/2014,638.46
11/17/2014,635.52
11/18/2014,642.36
11/19/2014,643.85
11/20/2014,647.74
11/21/2014,655.74
11/24/2014,660.45
11/25/2014,662.72
11/26/2014,667.38
11/27/2014,663.38
11/28/2014,650.16
12/1/2014,629.9
12/2/2014,633.84
12/3/2014,637.15
12/4/2014,635.28
12/5/2014,637.8
12/8/2014,629.14
12/9/2014,625.08
12/10/2014,628.77
12/11/2014,626.46
12/12/2014,620.9
12/15/2014,612.77
12/16/2014,606.31
12/17/2014,603.67
12/18/2014,616.02
12/19/2014,618.19
12/22/2014,620.76
12/23/2014,620.84
12/24/2014,622.84
12/25/2014,622.58
12/26/2014,625.66
12/29/2014,627.23
12/30/2014,622.32
12/31/2014,624.64
1/2/2015,626.91
1/5/2015,615.4
1/6/2015,614.41
1/7/2015,614.58
1/8/2015,627.3
1/9/2015,626.46
1/12/2015,620.74
1/13/2015,623.76
1/14/2015,622.78
1/15/2015,615.17
1/16/2015,613.62
1/19/2015,615.69
1/20/2015,612.92
1/21/2015,619.53
1/22/2015,621.61
1/23/2015,624.42
1/26/2015,643.31
1/27/2015,651.82
1/28/2015,646.47
1/29/2015,644.02
1/30/2015,639.53
2/2/2015,652
2/3/2015,666.55
2/4/2015,665.89
2/5/2015,669.63
2/6/2015,669.66
2/9/2015,667.38
2/10/2015,673.86
2/11/2015,669.46
2/12/2015,678.85
2/13/2015,683.26
2/16/2015,682.81
2/17/2015,682.17
2/18/2015,682.29
2/19/2015,677.84
2/20/2015,678.73
2/23/2015,680.17
2/24/2015,690.76
2/25/2015,696.4
2/26/2015,698.57
2/27/2015,698.93
3/2/2015,709.06
3/3/2015,716.34
3/4/2015,736.7
3/5/2015,768.8
3/6/2015,751.76
3/9/2015,737.46
3/10/2015,726.68
3/11/2015,725.66
3/12/2015,728.69
3/13/2015,723.69
3/16/2015,727.64
3/17/2015,730.4
3/18/2015,740.38
3/19/2015,739.44
3/20/2015,751.07
3/23/2015,754.47
3/24/2015,756.16
3/25/2015,752.36
3/26/2015,742.63
3/27/2015,741.98
3/30/2015,751.73
3/31/2015,755.14
4/1/2015,764.52
4/2/2015,771.98
4/3/2015,771.85
4/6/2015,777.45
4/7/2015,776.65
4/8/2015,785.87
4/9/2015,796.45
4/10/2015,797.89
4/13/2015,803.28
4/14/2015,800.03
4/15/2015,805.84
4/16/2015,807.53
4/17/2015,800.15
4/20/2015,792.32
4/21/2015,798.27
4/22/2015,804.44
4/23/2015,812.45
4/24/2015,807.43
4/27/2015,808.38
4/28/2015,812.3
4/29/2015,802.81
4/30/2015,795.01
5/1/2015,793.81
5/4/2015,799.06
5/5/2015,792.59
5/6/2015,792.08
5/7/2015,789.69
5/8/2015,804.79
5/11/2015,807.85
5/12/2015,803.62
5/13/2015,807.37
5/14/2015,809.42
5/15/2015,812.15
5/18/2015,809.18
5/19/2015,806.94
5/20/2015,785.06
5/21/2015,784.98
5/22/2015,784.62
5/25/2015,782.28
5/26/2015,776.34
5/27/2015,778.3
5/28/2015,772.74
5/29/2015,768.88
6/1/2015,768.21
6/2/2015,769.34
6/3/2015,770.09
6/4/2015,762.25
6/5/2015,758.03
6/8/2015,750.76
6/9/2015,739.6
6/10/2015,748.38
6/11/2015,752.38
6/12/2015,750.09
6/15/2015,742.32
6/16/2015,744.31
6/17/2015,747.5
6/18/2015,752.85
6/19/2015,745.51
6/22/2015,756
6/23/2015,760.46
6/24/2015,754.52
6/25/2015,747.05
6/26/2015,739.24
6/29/2015,717.01
6/30/2015,723.02
7/1/2015,723.93
7/2/2015,722.18
7/3/2015,717.98
7/6/2015,695.25
7/7/2015,680.9
7/8/2015,668.69
7/9/2015,691.46
7/10/2015,711.67
7/13/2015,720.51
7/14/2015,722.06
7/15/2015,712.15
7/16/2015,719.85
7/17/2015,716.69
7/20/2015,720.72
7/21/2015,720.28
7/22/2015,691.44
7/23/2015,686.26
7/24/2015,680.02
7/27/2015,668.53
7/28/2015,671.47
7/29/2015,686.89
7/30/2015,672.59
7/31/2015,674.77
8/3/2015,672.09
8/4/2015,669.69
8/5/2015,678.61
8/6/2015,669.05
8/7/2015,663.18
8/10/2015,670.14
8/11/2015,658.54
8/12/2015,654.94
8/13/2015,657.13
8/14/2015,657
8/17/2015,658.48
8/18/2015,656.57
8/19/2015,643.18
8/20/2015,620.47
8/21/2015,599.89
8/24/2015,578.45
8/25/2015,586.35
8/26/2015,587.15
8/27/2015,610.55
8/28/2015,615.21
8/31/2015,605.31
9/1/2015,591.29
9/2/2015,590.03
9/3/2015,592.93
9/4/2015,582.81
9/7/2015,585.05
9/8/2015,595.84
9/9/2015,602.6
9/10/2015,601.01
9/11/2015,597.89
9/14/2015,596.25
9/15/2015,599.65
9/16/2015,607.19
9/17/2015,608.85
9/18/2015,601.91
9/21/2015,598.35
9/22/2015,588.05
9/23/2015,576.7
9/24/2015,571.04
9/25/2015,575.35
9/28/2015,562.32
9/29/2015,559.46
9/30/2015,575.49
10/1/2015,578.48
10/2/2015,596.66
10/5/2015,612.06
10/6/2015,620.25
10/7/2015,631.26
10/8/2015,633.03
10/9/2015,640.88
10/12/2015,635.84
10/13/2015,629.07
10/14/2015,636.91
10/15/2015,648.32
10/16/2015,642.33
10/19/2015,638.09
10/20/2015,640.46
10/21/2015,637.81
10/22/2015,638.14
10/23/2015,637.63
10/26/2015,635.59
10/27/2015,621.91
10/28/2015,627.39
10/29/2015,628.08
10/30/2015,624.57
11/2/2015,628.61
11/3/2015,629.98
