date;clean_energy;energy
6/06/2019;652.63;447.85
7/06/2019;659.23;449.69
10/06/2019;661.54;451.19
11/06/2019;665.57;451.75
12/06/2019;660.64;445.26
13/06/2019;668.03;450.81
14/06/2019;662.94;447.48
17/06/2019;660.66;451.55
18/06/2019;668.28;457.67
19/06/2019;672.81;456.65
20/06/2019;681.70;466.74
21/06/2019;678.78;470.57
24/06/2019;680.45;466.21
25/06/2019;674.51;462.36
26/06/2019;673.12;469.46
27/06/2019;677.57;465.73
28/06/2019;680.90;471.28
1/07/2019;681.81;471.74
2/07/2019;689.03;463.54
3/07/2019;692.50;466.33
4/07/2019;692.14;
5/07/2019;693.12;466.84
8/07/2019;691.90;467.30
9/07/2019;691.37;467.70
10/07/2019;693.35;474.26
11/07/2019;692.67;475.13
12/07/2019;690.92;476.89
15/07/2019;687.94;472.47
16/07/2019;691.26;467.15
17/07/2019;690.91;461.79
18/07/2019;693.12;461.75
19/07/2019;692.54;464.01
22/07/2019;692.21;466.07
23/07/2019;687.85;467.32
24/07/2019;689.52;469.21
25/07/2019;687.08;463.77
26/07/2019;686.96;461.46
29/07/2019;687.69;459.92
30/07/2019;682.09;464.95
31/07/2019;686.23;462.47
1/08/2019;692.93;451.93
2/08/2019;688.26;445.85
5/08/2019;668.00;432.63
6/08/2019;672.33;432.35
7/08/2019;688.06;429.08
8/08/2019;703.00;441.49
9/08/2019;700.33;435.96
12/08/2019;699.44;429.79
13/08/2019;700.29;434.15
14/08/2019;685.71;416.27
15/08/2019;679.37;414.12
16/08/2019;689.76;419.03
19/08/2019;697.91;428.01
20/08/2019;698.16;423.89
21/08/2019;708.58;427.08
22/08/2019;700.36;425.02
23/08/2019;690.64;410.68
26/08/2019;692.47;412.53
27/08/2019;692.86;409.96
28/08/2019;694.37;415.71
29/08/2019;693.32;421.74
30/08/2019;698.08;422.09
2/09/2019;705.75;
3/09/2019;697.94;419.76
4/09/2019;709.55;425.60
5/09/2019;709.49;431.01
6/09/2019;706.92;433.24
9/09/2019;699.92;441.27
10/09/2019;697.80;446.98
11/09/2019;705.55;447.08
12/09/2019;702.70;444.25
13/09/2019;704.76;447.81
16/09/2019;705.60;462.55
17/09/2019;714.54;455.54
18/09/2019;714.89;453.64
19/09/2019;725.23;451.89
20/09/2019;724.66;452.25
23/09/2019;723.06;452.76
24/09/2019;714.98;445.38
25/09/2019;713.63;446.40
26/09/2019;705.48;440.45
27/09/2019;692.79;440.45
30/09/2019;693.96;437.13
1/10/2019;690.26;427.07
2/10/2019;682.49;415.93
3/10/2019;684.30;421.16
4/10/2019;700.43;423.76
7/10/2019;698.39;419.86
8/10/2019;696.99;412.37
9/10/2019;695.17;416.77
10/10/2019;699.03;422.11
11/10/2019;703.93;428.04
14/10/2019;699.11;427.54
15/10/2019;694.23;429.22
16/10/2019;689.20;422.81
17/10/2019;696.33;422.97
18/10/2019;697.44;420.67
21/10/2019;704.10;428.49
22/10/2019;698.54;434.10
23/10/2019;695.19;437.36
24/10/2019;695.11;435.50
25/10/2019;691.68;438.87
28/10/2019;693.93;436.14
29/10/2019;691.45;437.97
30/10/2019;679.95;428.68
31/10/2019;681.44;426.66
1/11/2019;682.65;437.36
4/11/2019;679.39;451.12
5/11/2019;677.48;453.17
6/11/2019;673.51;442.79
7/11/2019;673.55;449.78
8/11/2019;674.82;446.13
11/11/2019;680.23;443.65
12/11/2019;680.81;441.05
13/11/2019;677.24;438.79
14/11/2019;681.05;437.50
15/11/2019;685.26;440.43
18/11/2019;680.10;434.57
19/11/2019;682.31;428.17
20/11/2019;677.38;432.61
21/11/2019;676.78;439.68
22/11/2019;677.12;438.15
25/11/2019;687.82;438.86
26/11/2019;690.67;434.42
27/11/2019;698.64;435.78
28/11/2019;699.38;
29/11/2019;701.27;431.37
2/12/2019;700.96;431.49
3/12/2019;705.22;424.81
4/12/2019;709.42;431.48
5/12/2019;707.14;429.34
6/12/2019;713.69;437.91
9/12/2019;711.21;436.83
10/12/2019;707.65;437.49
11/12/2019;714.35;436.81
12/12/2019;719.91;445.40
13/12/2019;725.51;441.35
16/12/2019;738.55;447.64
17/12/2019;741.97;447.47
18/12/2019;739.65;448.83
19/12/2019;742.15;448.55
20/12/2019;744.44;452.48
23/12/2019;750.12;457.28
24/12/2019;751.99;457.06
26/12/2019;754.30;457.11
27/12/2019;753.73;454.96
30/12/2019;750.46;453.39
31/12/2019;751.79;456.46
2/01/2020;763.44;460.34
3/01/2020;759.34;458.77
6/01/2020;758.86;462.34
7/01/2020;757.77;461.39
8/01/2020;760.50;453.36
9/01/2020;764.72;456.79
10/01/2020;767.16;453.87
13/01/2020;775.30;454.25
14/01/2020;782.98;454.26
15/01/2020;783.35;451.21
16/01/2020;788.57;451.74
17/01/2020;795.06;448.77
20/01/2020;795.17;
21/01/2020;796.06;440.32
22/01/2020;792.92;436.39
23/01/2020;792.59;434.81
24/01/2020;798.13;429.71
27/01/2020;780.76;417.87
28/01/2020;794.41;419.59
29/01/2020;795.73;415.12
30/01/2020;786.18;418.79
31/01/2020;778.52;405.45
3/02/2020;785.63;400.02
4/02/2020;806.22;400.81
5/02/2020;821.10;415.97
6/02/2020;824.89;411.64
7/02/2020;817.63;408.55
10/02/2020;819.07;405.24
11/02/2020;839.73;409.47
12/02/2020;858.11;415.03
13/02/2020;853.52;413.15
14/02/2020;853.37;409.82
17/02/2020;853.05;
18/02/2020;856.76;406.42
19/02/2020;905.68;411.79
20/02/2020;912.53;411.11
21/02/2020;903.57;405.93
24/02/2020;873.51;386.70
25/02/2020;849.63;369.92
26/02/2020;838.69;358.94
27/02/2020;808.76;339.30
28/02/2020;796.82;343.53
2/03/2020;810.65;353.68
3/03/2020;821.66;342.64
4/03/2020;844.47;350.25
5/03/2020;842.25;337.59
6/03/2020;814.55;318.64
9/03/2020;728.83;254.65
10/03/2020;733.66;267.37
11/03/2020;696.56;252.77
12/03/2020;614.73;221.69
13/03/2020;636.15;241.29
16/03/2020;573.52;208.41
17/03/2020;609.60;209.92
18/03/2020;548.52;179.94
19/03/2020;556.09;192.08
20/03/2020;563.77;193.93
23/03/2020;530.32;181.03
24/03/2020;592.18;210.56
25/03/2020;619.48;220.02
26/03/2020;640.10;233.76
27/03/2020;608.03;217.56
30/03/2020;606.24;219.81
31/03/2020;614.35;223.40
1/04/2020;590.69;213.04
2/04/2020;596.07;232.37
3/04/2020;589.71;229.26
6/04/2020;623.64;241.07
7/04/2020;639.80;245.90
8/04/2020;656.17;262.46
9/04/2020;666.50;259.63
13/04/2020;662.00;258.57
14/04/2020;679.07;257.37
15/04/2020;655.10;245.34
16/04/2020;652.34;235.59
17/04/2020;673.33;260.17
20/04/2020;665.38;251.60
21/04/2020;642.24;247.38
22/04/2020;652.08;256.24
23/04/2020;661.15;263.96
24/04/2020;645.48;264.51
27/04/2020;659.92;270.07
28/04/2020;678.06;275.99
29/04/2020;703.86;296.28
30/04/2020;686.57;289.65
1/05/2020;668.11;272.28
4/05/2020;664.53;282.38
5/05/2020;672.16;283.12
6/05/2020;683.16;275.67
7/05/2020;684.86;282.49
8/05/2020;707.85;294.75
11/05/2020;711.98;289.78
12/05/2020;709.34;282.93
13/05/2020;692.59;270.52
14/05/2020;686.84;273.07
15/05/2020;687.50;272.31
18/05/2020;719.98;292.87
19/05/2020;725.43;284.40
20/05/2020;731.91;295.26
21/05/2020;728.14;290.88
22/05/2020;719.78;288.94
25/05/2020;725.80;
26/05/2020;746.78;297.34
27/05/2020;750.62;300.79
28/05/2020;745.69;292.04
29/05/2020;756.87;291.59
1/06/2020;766.56;296.50
2/06/2020;775.20;304.37
3/06/2020;783.30;313.65
4/06/2020;787.11;313.17
5/06/2020;801.31;336.52
8/06/2020;819.08;351.06
9/06/2020;808.80;338.46
10/06/2020;803.20;321.81
11/06/2020;760.01;291.39
12/06/2020;767.57;299.28
15/06/2020;777.13;299.54
16/06/2020;791.98;307.99
17/06/2020;778.74;297.89
18/06/2020;784.39;301.45
19/06/2020;787.37;296.40
22/06/2020;789.49;298.27
23/06/2020;801.46;298.50
24/06/2020;789.82;281.97
25/06/2020;786.50;287.39
26/06/2020;766.65;277.30
29/06/2020;790.14;281.26
30/06/2020;796.14;287.46
1/07/2020;807.71;280.30
2/07/2020;820.16;283.46
3/07/2020;825.47;
6/07/2020;850.76;284.51
7/07/2020;851.00;275.46
8/07/2020;875.48;275.17
9/07/2020;866.20;261.81
10/07/2020;864.21;270.32
13/07/2020;859.14;268.87
14/07/2020;877.96;278.56
15/07/2020;899.05;284.02
16/07/2020;892.58;282.57
17/07/2020;904.55;278.27
20/07/2020;922.43;273.46
21/07/2020;929.58;290.28
22/07/2020;934.42;286.39
23/07/2020;941.40;285.79
24/07/2020;922.48;284.11
27/07/2020;938.55;284.71
28/07/2020;917.44;279.73
29/07/2020;919.39;285.70
30/07/2020;923.58;273.99
31/07/2020;921.51;272.09
3/08/2020;937.67;272.81
4/08/2020;969.29;279.51
5/08/2020;996.25;282.46
6/08/2020;997.72;280.45
7/08/2020;1012.15;280.59
10/08/2020;1015.58;289.24
11/08/2020;1006.09;288.55
12/08/2020;1017.39;290.07
13/08/2020;1036.36;284.31
14/08/2020;1026.94;286.99
17/08/2020;1038.14;285.18
18/08/2020;1042.52;280.29
19/08/2020;1051.38;277.05
20/08/2020;1036.36;271.15
21/08/2020;1037.16;269.45
24/08/2020;1052.20;276.87
25/08/2020;1074.24;272.94
26/08/2020;1072.63;266.85
27/08/2020;1070.81;267.52
28/08/2020;1096.08;272.48
31/08/2020;1093.73;266.50
1/09/2020;1109.92;264.05
2/09/2020;1103.08;262.95
3/09/2020;1046.83;261.18
4/09/2020;1023.41;260.32
7/09/2020;1033.16;
8/09/2020;1021.69;250.67
9/09/2020;1050.03;252.21
10/09/2020;1035.08;242.96
11/09/2020;1032.24;243.58
14/09/2020;1061.75;245.09
15/09/2020;1078.89;243.22
16/09/2020;1087.67;253.06
17/09/2020;1063.43;253.58
18/09/2020;1066.65;250.65
21/09/2020;1056.06;242.45
22/09/2020;1061.67;239.96
23/09/2020;1058.65;229.05
24/09/2020;1048.97;229.24
25/09/2020;1069.28;229.09
28/09/2020;1118.55;234.42
29/09/2020;1145.06;228.03
30/09/2020;1176.91;227.49
1/10/2020;1211.50;220.36
2/10/2020;1210.84;222.55
5/10/2020;1267.23;229.05
6/10/2020;1282.59;225.56
7/10/2020;1339.67;228.82
8/10/2020;1345.37;237.46
9/10/2020;1362.36;233.68
12/10/2020;1335.56;234.41
13/10/2020;1332.47;230.76
14/10/2020;1347.87;231.47
15/10/2020;1334.73;234.18
16/10/2020;1332.70;228.78
19/10/2020;1328.41;223.97
20/10/2020;1347.77;226.51
21/10/2020;1295.33;222.01
22/10/2020;1285.71;231.24
23/10/2020;1286.09;229.96
26/10/2020;1266.41;221.99
27/10/2020;1256.42;218.92
28/10/2020;1246.39;209.69
29/10/2020;1254.57;216.41
30/10/2020;1244.82;216.82
2/11/2020;1265.49;224.77
3/11/2020;1283.37;223.09
4/11/2020;1266.38;223.45
5/11/2020;1349.40;223.36
6/11/2020;1361.79;218.58
9/11/2020;1362.70;249.67
10/11/2020;1346.23;255.97
11/11/2020;1387.52;253.82
12/11/2020;1386.16;245.21
13/11/2020;1379.72;254.55
16/11/2020;1387.96;271.09
17/11/2020;1387.97;272.44
18/11/2020;1374.89;264.60
19/11/2020;1384.13;268.65
20/11/2020;1404.19;267.24
23/11/2020;1430.27;286.18
24/11/2020;1445.25;300.95
25/11/2020;1471.04;293.66
26/11/2020;1467.14;
27/11/2020;1498.84;289.99
30/11/2020;1500.60;274.42
1/12/2020;1482.90;275.62
2/12/2020;1468.41;284.30
3/12/2020;1463.16;287.34
4/12/2020;1464.72;302.94
7/12/2020;1473.05;295.55
8/12/2020;1505.62;300.19
9/12/2020;1481.39;301.14
10/12/2020;1491.62;309.95
11/12/2020;1503.85;306.38
14/12/2020;1523.76;295.55
15/12/2020;1586.83;301.23
16/12/2020;1594.95;300.04
17/12/2020;1622.40;298.33
18/12/2020;1648.73;293.33
21/12/2020;1671.77;288.06
22/12/2020;1732.46;283.04
23/12/2020;1764.04;289.20
24/12/2020;1761.47;287.38
28/12/2020;1769.53;285.82
29/12/2020;1762.35;283.93
30/12/2020;1797.23;288.48
31/12/2020;1790.76;286.14
4/01/2021;1820.22;286.50
5/01/2021;1857.20;299.49
6/01/2021;1957.09;308.45
7/01/2021;2091.74;313.06
8/01/2021;2113.52;312.78
11/01/2021;2034.27;317.86
12/01/2021;2057.05;328.98
13/01/2021;2066.96;326.33
14/01/2021;2050.51;336.14
15/01/2021;1945.60;322.58
18/01/2021;1937.80;
19/01/2021;2003.68;329.30
20/01/2021;1989.51;330.47
21/01/2021;2069.50;319.12
22/01/2021;2096.08;317.54
25/01/2021;2065.98;314.17
26/01/2021;2047.86;307.50
27/01/2021;1940.97;303.22
28/01/2021;1952.31;306.92
29/01/2021;1903.24;296.52
1/02/2021;1938.84;298.59
2/02/2021;1961.06;301.85
3/02/2021;1994.52;314.75
4/02/2021;1969.89;318.16
5/02/2021;1984.14;321.10
8/02/2021;2010.16;334.50
9/02/2021;1995.09;329.41
10/02/2021;1972.93;335.48
11/02/2021;1980.07;330.36
12/02/2021;1938.84;334.99
15/02/2021;1947.72;
16/02/2021;1918.15;342.57
17/02/2021;1883.06;347.55
18/02/2021;1787.02;339.66
19/02/2021;1819.98;345.23
22/02/2021;1712.09;357.22
23/02/2021;1681.10;362.97
24/02/2021;1701.08;376.20
25/02/2021;1644.59;368.66
26/02/2021;1648.40;360.19
1/03/2021;1713.13;369.47
2/03/2021;1662.67;367.31
3/03/2021;1564.73;372.55
4/03/2021;1507.22;381.76
5/03/2021;1459.23;396.54
8/03/2021;1432.40;397.13
9/03/2021;1531.63;389.54
10/03/2021;1536.22;399.80
11/03/2021;1628.16;400.11
12/03/2021;1620.06;400.82
15/03/2021;1609.64;395.81
16/03/2021;1583.95;384.62
17/03/2021;1527.92;388.23
18/03/2021;1475.75;370.06
19/03/2021;1490.46;370.11
22/03/2021;1518.88;366.39
23/03/2021;1497.87;361.40
24/03/2021;1435.88;370.51
25/03/2021;1425.88;371.44
26/03/2021;1458.28;381.18
29/03/2021;1427.25;376.37
30/03/2021;1484.38;373.35
31/03/2021;1533.55;369.89
1/04/2021;1545.43;379.71
2/04/2021;1544.81;
5/04/2021;1507.87;370.57
6/04/2021;1516.13;369.60
7/04/2021;1478.16;371.23
8/04/2021;1488.27;366.17
9/04/2021;1488.18;364.35
12/04/2021;1462.80;360.91
13/04/2021;1486.54;361.26
14/04/2021;1492.75;371.78
15/04/2021;1472.34;368.50
16/04/2021;1509.91;365.19
19/04/2021;1477.12;364.98
20/04/2021;1467.67;355.26
21/04/2021;1484.66;360.50
22/04/2021;1528.08;355.42
23/04/2021;1549.24;358.74
26/04/2021;1562.07;361.03
27/04/2021;1555.37;365.57
28/04/2021;1525.72;377.80
29/04/2021;1499.83;381.98
30/04/2021;1475.01;371.60
3/05/2021;1458.75;382.43
4/05/2021;1394.17;382.51
5/05/2021;1398.08;395.24
6/05/2021;1374.42;397.15
7/05/2021;1400.21;404.65
10/05/2021;1366.34;404.45
11/05/2021;1357.83;394.09
12/05/2021;1324.22;394.33
13/05/2021;1322.57;389.01
14/05/2021;1362.40;401.29
17/05/2021;1356.49;410.53
18/05/2021;1386.73;399.72
19/05/2021;1391.71;389.63
20/05/2021;1425.24;389.17
21/05/2021;1435.33;389.91
24/05/2021;1432.40;393.76
25/05/2021;1432.73;385.73
26/05/2021;1450.45;389.32
27/05/2021;1445.06;389.54
28/05/2021;1453.68;389.82
31/05/2021;1451.39;
1/06/2021;1450.96;405.14
2/06/2021;1428.94;412.19
3/06/2021;1406.54;413.47
4/06/2021;1415.99;415.85
7/06/2021;1422.22;414.25
8/06/2021;1430.12;417.89
9/06/2021;1424.66;415.56
10/06/2021;1426.80;415.02
11/06/2021;1434.47;413.47
14/06/2021;1451.81;411.85
15/06/2021;1435.97;420.34
16/06/2021;1455.95;418.31
17/06/2021;1451.48;403.71
18/06/2021;1431.97;391.92
21/06/2021;1440.92;408.73
22/06/2021;1456.45;411.46
23/06/2021;1457.05;412.55
24/06/2021;1462.72;416.07
25/06/2021;1472.59;418.03
28/06/2021;1506.61;404.13
29/06/2021;1516.92;402.10
30/06/2021;1493.33;407.37
1/07/2021;1501.35;414.36
2/07/2021;1494.83;413.52
5/07/2021;1496.89;
6/07/2021;1508.50;400.28
7/07/2021;1503.26;393.37
8/07/2021;1477.58;391.55
9/07/2021;1478.75;399.42
12/07/2021;1497.59;398.98
13/07/2021;1483.85;396.15
14/07/2021;1449.73;384.51
15/07/2021;1419.85;379.08
16/07/2021;1412.59;368.60
19/07/2021;1395.82;355.36
20/07/2021;1406.95;360.26
21/07/2021;1448.66;372.98
22/07/2021;1455.40;368.77
23/07/2021;1435.79;367.17
26/07/2021;1428.46;376.34
27/07/2021;1413.94;372.54
28/07/2021;1445.47;376.15
29/07/2021;1448.92;379.67
30/07/2021;1444.11;372.99
2/08/2021;1449.97;370.33
3/08/2021;1472.01;377.11
4/08/2021;1474.79;366.06
5/08/2021;1465.15;370.75
6/08/2021;1458.63;374.19
9/08/2021;1478.67;368.66
10/08/2021;1479.68;375.00
11/08/2021;1467.91;377.82
12/08/2021;1449.03;375.97
13/08/2021;1443.77;371.14
16/08/2021;1427.98;364.35
17/08/2021;1412.37;361.00
18/08/2021;1427.40;352.34
19/08/2021;1422.39;342.99
20/08/2021;1441.72;343.95
23/08/2021;1460.74;356.92
24/08/2021;1473.44;362.68
25/08/2021;1473.43;365.28
26/08/2021;1462.24;359.77
27/08/2021;1468.92;369.21
30/08/2021;1485.73;364.92
31/08/2021;1483.53;362.26
1/09/2021;1498.29;356.80
2/09/2021;1514.21;365.82
3/09/2021;1502.95;363.88
6/09/2021;1497.68;
7/09/2021;1488.04;361.80
8/09/2021;1460.38;357.11
9/09/2021;1459.62;357.55
10/09/2021;1441.43;357.39
13/09/2021;1461.16;367.90
14/09/2021;1457.47;362.20
15/09/2021;1433.52;376.02
16/09/2021;1423.16;372.04
17/09/2021;1424.50;369.23
20/09/2021;1396.38;358.00
21/09/2021;1410.85;359.34
22/09/2021;1429.32;370.71
23/09/2021;1444.49;383.35
24/09/2021;1418.43;386.57
